faa,name,lat,lon,alt,tz,dst,tzone
DNV,Vermilion Regional Airport,40.19919968,-87.59590149,697,-6,A,America/Chicago
DOV,Dover Air Force Base,39.12950134,-75.46600342,24,-5,A,America/New_York
DPA,Dupage Airport,41.90779877,-88.24859619,759,-6,A,America/Chicago
DQH,Douglas Municipal Airport,31.476699829101562,-82.8604965209961,257,-5,A,America/New_York
DRA,Desert Rock Airport,36.6194,-116.032997,3314,NA,NA,NA
DRG,Deering Airport,66.0696029663,-162.76600647,21,-9,A,America/Anchorage
DRI,Beauregard Regional Airport,30.8316993713,-93.33989715579999,202,-6,A,America/Chicago
DRM,Drummond Island Airport,46.0093002319,-83.74389648440001,668,-5,A,America/New_York
DRO,Durango La Plata County Airport,37.1515007019,-107.753997803,6685,-7,A,America/Denver
DRT,Del Rio International Airport,29.3742008209,-100.927001953,1002,-6,A,America/Chicago
DSM,Des Moines International Airport,41.534000396728516,-93.66310119628906,958,-6,A,America/Chicago
DTA,Delta Municipal Airport,39.3805999756,-112.508003235,4759,-7,A,America/Denver
DTS,Destin Executive Airport,30.40010071,-86.47149658,23,-6,A,America/Chicago
DTW,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,645,-5,A,America/New_York
DUC,Halliburton Field,34.47090149,-97.9598999,1114,-6,A,America/Chicago
DUG,Bisbee Douglas International Airport,31.4689998627,-109.603996277,4154,-7,A,America/Phoenix
DUJ,DuBois Regional Airport,41.17829895,-78.8986969,1817,-5,A,America/New_York
DUT,Unalaska Airport,53.900100708,-166.544006348,22,-9,A,America/Anchorage
DVL,Devils Lake Regional Airport,48.11420059,-98.90879822,1456,-6,A,America/Chicago
DVT,Phoenix Deer Valley Airport,33.6883010864,-112.083000183,1478,-7,A,America/Phoenix
DWA,Yolo County Davis Woodland Winters Airport,38.57910156,-121.8570023,100,-8,A,America/Los_Angeles
DWH,David Wayne Hooks Memorial Airport,30.0618000031,-95.55280303960001,152,-6,A,America/Chicago
DXR,Danbury Municipal Airport,41.371498107899995,-73.48220062259999,458,-5,A,America/New_York
DYL,Doylestown Airport,40.3330001831,-75.1222991943,394,-5,A,America/New_York
DYS,Dyess Air Force Base,32.4207992554,-99.854598999,1789,-6,A,America/Chicago
E25,Wickenburg Municipal Airport,33.96889877,-112.7990036,2377,-7,A,America/Phoenix
E38,Alpine Casparis Municipal Airport,30.384199142499998,-103.683998108,4515,-5,A,NA
E63,Gila Bend Municipal Airport,32.95809937,-112.6780014,789,-7,U,America/Phoenix
EAA,Eagle Airport,64.77639771,-141.151001,908,-9,A,America/Anchorage
EAT,Pangborn Memorial Airport,47.3988990784,-120.207000732,1249,-8,A,America/Los_Angeles
EAU,Chippewa Valley Regional Airport,44.86579895019531,-91.48429870605469,913,-6,A,America/Chicago
ECA,Iosco County Airport,44.312801,-83.422302,606,-5,A,America/New_York
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6,A,America/Chicago
EDF,Elmendorf Air Force Base,61.250999450683594,-149.8070068359375,212,-9,A,America/Anchorage
EDN,Enterprise Municipal Airport,31.29969978,-85.89990234,361,-5,A,NA
EDW,Edwards Air Force Base,34.905399,-117.884003,2312,-8,A,America/Los_Angeles
EED,Needles Airport,34.7663002014,-114.623001099,983,NA,NA,NA
EEK,Eek Airport,60.21367264,-162.0438843,12,-9,A,America/Anchorage
EEN,Dillant Hopkins Airport,42.898399353027344,-72.27079772949219,488,-5,A,America/New_York
EET,Shelby County Airport,33.17699814,-86.78279877,586,-6,A,America/Chicago
EFD,Ellington Airport,29.607299804700002,-95.1587982178,32,-6,A,America/Chicago
EGE,Eagle County Regional Airport,39.64260101,-106.9179993,6548,-7,A,America/Denver
EGI,Duke Field,30.65040016,-86.52290344,191,NA,NA,NA
EGT,Wellington Municipal Airport,37.32360076904297,-97.38829803466797,1277,-6,A,America/Chicago
EGV,Eagle River Union Airport,45.932300567599995,-89.26830291750001,1642,-6,A,America/Chicago
EGX,Egegik Airport,58.1855010986,-157.375,92,-9,A,America/Anchorage
EHA,Elkhart Morton County Airport,37.000702,-101.879997,3622,-5,A,NA
EHM,Cape Newenham LRRS Airport,58.646400451699996,-162.06300354,541,-9,A,America/Anchorage
EIL,Eielson Air Force Base,64.66570282,-147.102005,547,-9,A,America/Anchorage
EKA,Murray Field,40.803398132299996,-124.112998962,7,NA,NA,NA
EKI,Elkhart Municipal Airport,41.7193984985,-86.00319671630001,778,-5,A,NA
EKN,Elkins-Randolph Co-Jennings Randolph Field,38.88940048,-79.85710144,1987,-5,A,America/New_York
EKO,Elko Regional Airport,40.82490158081055,-115.79199981689453,5140,-8,A,America/Los_Angeles
EKY,Bessemer Airport,33.31290054,-86.92590332,700,-6,A,America/Chicago
ELD,South Arkansas Regional At Goodwin Field,33.22100067138672,-92.81330108642578,277,-6,A,America/Chicago
ELI,Elim Airport,64.61470032,-162.2720032,162,-9,A,America/Anchorage
ELM,Elmira Corning Regional Airport,42.1599006652832,-76.8916015625,954,-5,A,America/New_York
ELP,El Paso International Airport,31.80719948,-106.3779984,3959,-7,A,America/Denver
ELV,Elfin Cove Seaplane Base,58.195201873799995,-136.347000122,0,-9,A,America/Anchorage
ELY,Ely Airport Yelland Field,39.29970169,-114.8420029,6259,-8,A,America/Los_Angeles
EMK,Emmonak Airport,62.78609848,-164.4909973,13,-9,A,America/Anchorage
EMT,El Monte Airport,34.086101532,-118.035003662,296,-8,E,NA
EMV,Emporia Greensville Regional Airport,36.6869010925293,-77.48280334472656,127,-5,A,NA
ENA,Kenai Municipal Airport,60.57310104370117,-151.2449951171875,99,-9,A,America/Anchorage
END,Vance Air Force Base,36.339199066199996,-97.9164962769,1307,-6,A,America/Chicago
ENN,Nenana Municipal Airport,64.54730224609375,-149.07400512695312,362,NA,NA,NA
ENV,Wendover Airport,40.7187004089,-114.03099823,4237,-7,A,America/Denver
ENW,Kenosha Regional Airport,42.59569931,-87.92780304,742,-6,A,America/Chicago
EOK,Keokuk Municipal Airport,40.459899902299995,-91.4284973145,671,-6,A,America/Chicago
EPM,Eastport Municipal Airport,44.910099029541016,-67.01270294189453,45,-5,A,America/New_York
ERI,Erie International Tom Ridge Field,42.0831270134,-80.1738667488,732,-5,A,America/New_York
ERV,Kerrville Municipal Louis Schreiner Field,29.9766998291,-99.08570098879999,1617,-6,A,America/Chicago
ERY,Luce County Airport,46.31119918823242,-85.4572982788086,869,-5,A,America/New_York
ESC,Delta County Airport,45.7226982117,-87.0936965942,609,-5,A,America/New_York
ESD,Orcas Island Airport,48.7081985474,-122.910003662,31,-8,A,America/Los_Angeles
ESF,Esler Regional Airport,31.3948993683,-92.2957992554,112,-6,A,America/Chicago
ESN,Easton Newnam Field,38.8041992188,-76.06900024410001,72,-5,A,America/New_York
EUF,Weedon Field,31.9512996674,-85.1288986206,285,-6,A,America/Chicago
EUG,Mahlon Sweet Field,44.12459945678711,-123.21199798583984,374,-8,A,America/Los_Angeles
EVV,Evansville Regional Airport,38.0369987488,-87.5324020386,418,-6,A,America/Chicago
EVW,Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037,7143,-7,A,America/Denver
EWB,New Bedford Regional Airport,41.67610168457031,-70.95690155029297,80,-5,A,America/New_York
EWK,Newton City-County Airport,38.058200836199994,-97.2744979858,1533,-6,A,America/Chicago
EWN,Coastal Carolina Regional Airport,35.0730018616,-77.04290008539999,18,-5,A,America/New_York
EWR,Newark Liberty International Airport,40.692501068115234,-74.168701171875,18,-5,A,America/New_York
EYW,Key West International Airport,24.556100845336914,-81.75959777832031,3,-5,A,America/New_York
FAF,Felker Army Air Field,37.132499694799996,-76.60880279540001,12,-5,A,America/New_York
FAI,Fairbanks International Airport,64.81510162,-147.8560028,439,-9,A,America/Anchorage
FAR,Hector International Airport,46.92070007324219,-96.81580352783203,902,-6,A,America/Chicago
FAT,Fresno Yosemite International Airport,36.77619934082031,-119.71800231933594,336,-8,A,America/Los_Angeles
FAY,Fayetteville Regional Grannis Field,34.9911994934082,-78.88030242919922,189,-5,A,America/New_York
FBG,Simmons Army Air Field,35.13180161,-78.93669891,244,-5,A,America/New_York
FBK,Ladd AAF Airfield,64.83750153,-147.6139984,454,-9,A,America/Anchorage
FBR,Fort Bridger Airport,41.3918991089,-110.40699768100001,7034,-7,A,America/Denver
FCA,Glacier Park International Airport,48.31050109863281,-114.25599670410156,2977,-7,A,America/Denver
FCI,Chesterfield County Airport,37.40650177,-77.52500153,236,-4,A,NA
FCM,Flying Cloud Airport,44.8272018433,-93.45709991460001,906,-6,A,America/Chicago
FCS,Butts AAF (Fort Carson) Air Field,38.67839813,-104.7570038,5838,-7,A,America/Denver
FDW,Fairfield County Airport,34.31549835205078,-81.10880279541016,577,-5,A,America/New_York
FDY,Findlay Airport,41.013500213600004,-83.66870117190001,813,-5,U,America/New_York
FET,Fremont Municipal Airport,41.44910049,-96.52020264,1204,-5,A,NA
FFA,First Flight Airport,36.0181999207,-75.67130279540001,13,-5,A,America/New_York
FFC,Peachtree City Falcon Field,33.3572998046875,-84.5718002319336,808,-5,A,America/New_York
FFO,Wright-Patterson Air Force Base,39.8260993958,-84.0483016968,823,-5,A,America/New_York
FFT,Capital City Airport,38.18249893,-84.90470123,806,-5,A,America/New_York
FFZ,Falcon Field,33.4608001709,-111.727996826,1394,-7,A,America/Phoenix
FHU,Sierra Vista Municipal Libby Army Air Field,31.588499069213867,-110.34400177001953,4719,-7,A,America/Phoenix
FIT,Fitchburg Municipal Airport,42.554100036621094,-71.759002685546875,348,-5,A,America/New_York
FKL,Venango Regional Airport,41.3778991699,-79.8603973389,1540,-5,A,America/New_York
FLD,Fond du Lac County Airport,43.7711982727,-88.48840332030001,808,-6,A,America/Chicago
FLG,Flagstaff Pulliam Airport,35.13850021,-111.6709976,7014,-7,N,America/Phoenix
FLL,Fort Lauderdale Hollywood International Airport,26.072599411010742,-80.15270233154297,9,-5,A,America/New_York
FLO,Florence Regional Airport,34.18539810180664,-79.7238998413086,146,-5,A,America/New_York
FLV,Sherman Army Air Field,39.3683013916,-94.9147033691,772,-6,A,America/Chicago
FME,Tipton Airport,39.08539962769999,-76.7593994141,150,-5,A,America/New_York
FMN,Four Corners Regional Airport,36.741199493399996,-108.230003357,5506,-7,A,America/Denver
FMY,Page Field,26.58659935,-81.86329650879999,17,-5,A,America/New_York
FNL,Fort Collins Loveland Municipal Airport,40.4518013,-105.011001587,5016,-7,A,America/Denver
FNR,Funter Bay Seaplane Base,58.2543983459,-134.897994995,0,-9,A,America/Anchorage
FNT,Bishop International Airport,42.96540069580078,-83.74359893798828,782,-5,A,America/New_York
FOD,Fort Dodge Regional Airport,42.55149841,-94.19259644,1156,-6,A,America/Chicago
FOE,Topeka Regional Airport - Forbes Field,38.950901031499995,-95.66359710690001,1078,-6,A,America/Chicago
FOK,Francis S Gabreski Airport,40.8437004089,-72.6317977905,67,-5,A,America/New_York
FRD,Friday Harbor Airport,48.5219993591,-123.024002075,113,-8,A,America/Los_Angeles
FRI,Marshall Army Air Field,39.05530167,-96.76450348,1065,-6,A,America/Chicago
FRN,Bryant Army Heliport,61.26639938,-149.6529999,378,-9,A,America/Anchorage
FRP,St Lucie County International Airport,27.49510002,-80.36830139,24,-5,A,America/New_York
FSD,Joe Foss Field Airport,43.582000732400004,-96.741897583,1429,-6,A,America/Chicago
FSI,Henry Post Army Air Field (Fort Sill),34.64979935,-98.40219879,1189,-6,A,America/Chicago
FSM,Fort Smith Regional Airport,35.33660125732422,-94.367401123046875,469,-6,A,America/Chicago
FST,Fort Stockton Pecos County Airport,30.9157009125,-102.916000366,3011,-6,A,America/Chicago
FTG,Front Range Airport,39.785301208496094,-104.54299926757812,5512,-6,A,NA
FTK,Godman Army Air Field,37.907100677500004,-85.9720993042,756,-5,A,America/New_York
FTW,Fort Worth Meacham International Airport,32.8198013306,-97.36239624019998,710,-6,A,America/Chicago
FTY,Fulton County Airport Brown Field,33.7790985107,-84.5214004517,841,-5,A,America/New_York
FUL,Fullerton Municipal Airport,33.8720016479,-117.980003357,96,-8,A,America/Los_Angeles
FWA,Fort Wayne International Airport,40.97850037,-85.19509888,814,-5,A,America/New_York
FXE,Fort Lauderdale Executive Airport,26.1972999573,-80.1707000732,13,-5,A,America/New_York
FYU,Fort Yukon Airport,66.571502685546875,-145.25,433,-9,A,America/Anchorage
FYV,Drake Field,36.00510025024414,-94.17009735107422,1251,-6,A,America/Chicago
FZG,Fitzgerald Municipal Airport,31.683700561523438,-83.27050018310547,365,-5,A,America/New_York
FZI,Fostoria Metropolitan Airport,41.19079971,-83.39450073,752,-5,A,America/New_York
GAD,Northeast Alabama Regional Airport,33.972599,-86.088996,569,-6,A,America/Chicago
GAI,Montgomery County Airpark,39.168300628699996,-77.1660003662,539,-5,A,America/New_York
GAL,Edward G. Pitka Sr Airport,64.73619843,-156.9369965,153,-9,A,America/Anchorage
GAM,Gambell Airport,63.76679992675781,-171.73300170898438,27,-9,A,America/Anchorage
GBG,Galesburg Municipal Airport,40.937999725299996,-90.431098938,764,-5,A,NA
GBN,Great Bend Municipal Airport,38.3442993164,-98.8591995239,1887,-6,A,America/Chicago
GCC,Gillette Campbell County Airport,44.348899841299996,-105.539001465,4365,-7,A,America/Denver
GCK,Garden City Regional Airport,37.9275016785,-100.723999023,2891,-6,A,America/Chicago
GCN,Grand Canyon National Park Airport,35.95240020751953,-112.14700317382812,6609,-7,N,America/Phoenix
GDV,Dawson Community Airport,47.13869858,-104.8069992,2458,-7,A,America/Denver
GDW,Gladwin Zettel Memorial Airport,43.9706001282,-84.47499847410002,776,-5,A,America/New_York
GED,Sussex County Airport,38.68920135,-75.35890198,53,-5,A,America/New_York
GEG,Spokane International Airport,47.61989974975586,-117.53399658203125,2376,-8,A,America/Los_Angeles
GEU,Glendale Municipal Airport,33.52690124511719,-112.29499816894531,1071,-7,N,America/Phoenix
GFK,Grand Forks International Airport,47.949299,-97.176102,845,-6,A,America/Chicago
GFL,Floyd Bennett Memorial Airport,43.3412017822,-73.6102981567,328,-5,A,America/New_York
GGE,Georgetown County Airport,33.3116989136,-79.3196029663,39,-5,A,America/New_York
GGG,East Texas Regional Airport,32.38399887084961,-94.71150207519531,365,-6,A,America/Chicago
GGW,Wokal Field Glasgow International Airport,48.212501525878906,-106.61499786376953,2296,-7,A,America/Denver
GHG,Marshfield Municipal George Harlow Field,42.09830093383789,-70.67220306396484,11,-5,A,America/New_York
GIF,Winter Haven Municipal Airport - Gilbert Field,28.06290054,-81.75330353,145,-5,A,America/New_York
GJT,Grand Junction Regional Airport,39.1223983765,-108.527000427,4858,-7,A,America/Denver
GKN,Gulkana Airport,62.1548996,-145.4570007,1586,-9,A,America/Anchorage
GKY,Arlington Municipal Airport,32.66389846801758,-97.09429931640625,628,-6,A,America/Chicago
GLD,Renner Field-Goodland Municipal Airport,39.37060165,-101.6989975,3656,-7,A,America/Denver
GLH,Mid Delta Regional Airport,33.4828987121582,-90.98560333251953,131,-6,A,America/Chicago
GLS,Scholes International At Galveston Airport,29.265300750732422,-94.86039733886719,6,-6,A,America/Chicago
GLV,Golovin Airport,64.5504989624,-163.007003784,59,-9,A,America/Anchorage
GMJ,Grove Municipal Airport,36.60680008,-94.73860168,831,-5,A,NA
GMU,Greenville Downtown Airport,34.847900390599996,-82.34999847410002,1048,-4,A,NA
GNT,Grants-Milan Municipal Airport,35.167301178,-107.902000427,6537,-7,A,America/Denver
GNV,Gainesville Regional Airport,29.6900997162,-82.2717971802,152,-5,A,America/New_York
GON,Groton New London Airport,41.330101013183594,-72.04509735107422,9,-5,A,America/New_York
GPT,Gulfport Biloxi International Airport,30.40730094909668,-89.070098876953125,28,-6,A,America/Chicago
GPZ,Grand Rapids Itasca Co-Gordon Newstrom field,47.21110153,-93.50980377,1355,-6,A,America/Chicago
GQQ,Galion Municipal Airport,40.7533988953,-82.7238006592,1224,-5,A,America/New_York
GRB,Austin Straubel International Airport,44.48509979248047,-88.12960052490234,695,-6,A,America/Chicago
GRF,Gray Army Air Field,47.07920074,-122.5810013,300,-8,A,America/Los_Angeles
GRI,Central Nebraska Regional Airport,40.967498779296875,-98.309600830078125,1847,-6,A,America/Chicago
GRK,Robert Gray  Army Air Field Airport,31.067199707,-97.82890319820001,1015,-6,A,America/Chicago
GRM,Grand Marais Cook County Airport,47.8382987976,-90.38289642330001,1799,-6,U,America/Chicago
GRR,Gerald R. Ford International Airport,42.88079834,-85.52279663,794,-5,A,America/New_York
GSB,Seymour Johnson Air Force Base,35.33940125,-77.96060181,109,-5,A,America/New_York
GSO,Piedmont Triad International Airport,36.097801208496094,-79.93730163574219,925,-5,A,America/New_York
GSP,Greenville Spartanburg International Airport,34.8956985474,-82.2189025879,964,-5,A,America/New_York
GST,Gustavus Airport,58.4253006,-135.7070007,35,-9,A,America/Anchorage
GTB,Wheeler Sack Army Air Field,44.05559921,-75.71949768,688,-5,A,America/New_York
GTF,Great Falls International Airport,47.48199844,-111.3710022,3680,-7,A,America/Denver
GTR,Golden Triangle Regional Airport,33.450298309299995,-88.5914001465,264,-6,A,America/Chicago
GTU,Georgetown Municipal Airport,30.678800582885742,-97.67939758300781,790,-6,A,America/Chicago
GUC,Gunnison Crested Butte Regional Airport,38.53390121,-106.9329987,7680,-7,A,America/Denver
GUP,Gallup Municipal Airport,35.511100769,-108.789001465,6472,-7,A,America/Denver
GUS,Grissom Air Reserve Base,40.648101806599996,-86.1520996094,812,-5,A,America/New_York
GUY,Guymon Municipal Airport,36.6851005554,-101.508003235,3123,-5,A,NA
GVL,Lee Gilmer Memorial Airport,34.27259827,-83.8302002,1276,-5,A,America/New_York
GVQ,Genesee County Airport,43.03170013,-78.16760254,914,-5,A,America/New_York
GVT,Majors Airport,33.0677986145,-96.0652999878,535,-6,A,America/Chicago
GWO,Greenwood–Leflore Airport,33.4943008423,-90.0847015381,162,-6,A,America/Chicago
GXY,Greeley–Weld County Airport,40.4374008179,-104.633003235,4697,-7,A,NA
GYH,Donaldson Center Airport,34.7583007812,-82.3764038086,955,-4,A,NA
GYY,Gary Chicago International Airport,41.61629867553711,-87.41280364990234,591,-6,A,America/Chicago
HAF,Half Moon Bay Airport,37.513401031499995,-122.500999451,66,-8,A,NA
HBG,Hattiesburg Bobby L Chain Municipal Airport,31.26479912,-89.25279999,151,-6,A,America/Chicago
HBI,Asheboro Regional Airport,35.65449905,-79.8946991,671,-5,A,NA
HBR,Hobart Regional Airport,34.991317,-99.051313,1563,-6,A,America/Chicago
HCR,Holy Cross Airport,62.18830108642578,-159.77499389648438,70,-9,A,America/Anchorage
HDE,Brewster Field,40.452099,-99.336502,2313,-5,A,NA
HDH,Dillingham Airfield,21.5795001984,-158.197006226,14,-10,A,Pacific/Honolulu
HDI,Hardwick Field,35.22010040283203,-84.8323974609375,874,-5,A,America/New_York
HDN,Yampa Valley Airport,40.48120117,-107.2180023,6606,-7,A,America/Denver
HDO,South Texas Regional Airport at Hondo,29.35950088501,-99.176696777344,930,-6,A,America/Chicago
HFD,Hartford Brainard Airport,41.736698150635,-72.649398803711,18,-5,A,America/New_York
HGR,Hagerstown Regional Richard A Henson Field,39.707901,-77.72949982,703,-5,A,America/New_York
HHH,Hilton Head Airport,32.2243995667,-80.6975021362,19,-5,A,America/New_York
HHI,Wheeler Army Airfield,21.48349953,-158.0399933,837,-10,A,Pacific/Honolulu
HHR,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66,-8,A,America/Los_Angeles
HIB,Range Regional Airport,47.38660049,-92.83899689,1354,-6,A,America/Chicago
HIF,Hill Air Force Base,41.12403,-111.973086,4789,-7,A,America/Denver
HII,Lake Havasu City Airport,34.571098,-114.358002,783,-7,N,America/Phoenix
HIO,Portland Hillsboro Airport,45.540401,-122.949997,208,-8,A,America/Los_Angeles
HKB,Healy River Airport,63.8661994934082,-148.968994140625,1263,-9,A,America/Anchorage
HKY,Hickory Regional Airport,35.74110031,-81.38950348,1190,-5,A,America/New_York
HLG,Wheeling Ohio County Airport,40.1749992371,-80.6463012695,1195,-5,A,America/New_York
HLN,Helena Regional Airport,46.6068000793457,-111.98300170898438,3877,-7,A,America/Denver
HLR,Hood Army Air Field,31.138700485199998,-97.71450042720001,924,-6,A,America/Chicago
HMN,Holloman Air Force Base,32.8525009155,-106.107002258,4093,-7,A,America/Denver
HNH,Hoonah Airport,58.0961,-135.410111,19,-9,A,America/Anchorage
HNL,Honolulu International Airport,21.318700790405273,-157.9219970703125,13,-10,N,Pacific/Honolulu
HNM,Hana Airport,20.79560089111328,-156.01400756835938,78,-10,A,Pacific/Honolulu
HNS,Haines Airport,59.24380111694336,-135.5240020751953,15,-9,A,America/Anchorage
HNZ,Henderson Oxford Airport,36.36159897,-78.52919769,526,-5,A,NA
HOB,Lea County Regional Airport,32.6875,-103.2170029,3661,-7,A,America/Denver
HOM,Homer Airport,59.645599365234375,-151.4770050048828,84,-9,A,America/Anchorage
HON,Huron Regional Airport,44.38520050048828,-98.22850036621094,1289,-6,A,America/Chicago
HOP,Campbell AAF (Fort Campbell) Air Field,36.668598175,-87.49620056150002,573,-6,A,America/Chicago
HOT,Memorial Field,34.47800064086914,-93.09619903564453,540,-6,A,America/Chicago
HOU,William P Hobby Airport,29.64539909,-95.27890015,46,-6,A,America/Chicago
HPB,Hooper Bay Airport,61.52389908,-166.1470032,13,-9,A,America/Anchorage
HPN,Westchester County Airport,41.06700134277344,-73.70760345458984,439,-5,A,America/New_York
HQM,Bowerman Airport,46.971199035599994,-123.93699646,18,-8,A,America/Los_Angeles
HQU,Thomson-McDuffie County Airport,33.52970123,-82.51650238,501,-5,A,America/New_York
HRL,Valley International Airport,26.228500366210938,-97.65440368652344,36,-6,A,America/Chicago
HRO,Boone County Airport,36.26150131225586,-93.15470123291016,1365,-6,A,America/Chicago
HSH,Henderson Executive Airport,35.9728012085,-115.134002686,2492,-8,A,America/Los_Angeles
HSL,Huslia Airport,65.69789886,-156.3509979,220,-9,A,America/Anchorage
HST,Homestead ARB Airport,25.48859978,-80.38359833,5,-5,A,America/New_York
HSV,Huntsville International Carl T Jones Field,34.637199401855,-86.775100708008,629,-6,A,America/Chicago
HTL,Roscommon County - Blodgett Memorial Airport,44.359798,-84.671095,1150,-5,A,America/New_York
HTS,Tri-State/Milton J. Ferguson Field,38.36669922,-82.55799866,828,-5,A,America/New_York
HTV,Huntsville Regional Airport,30.7469005585,-95.5871963501,363,NA,NA,NA
HUA,Redstone Army Air Field,34.67869949,-86.68479919,684,-6,A,America/Chicago
HUF,Terre Haute International Hulman Field,39.451499938964844,-87.30760192871094,589,-5,A,America/New_York
HUL,Houlton International Airport,46.1231002808,-67.792098999,489,-5,A,America/New_York
HUS,Hughes Airport,66.04109955,-154.2630005,299,-9,A,America/Anchorage
HUT,Hutchinson Municipal Airport,38.0654983521,-97.86060333250002,1543,-6,A,America/Chicago
HVN,Tweed New Haven Airport,41.26369858,-72.88680267,12,-5,A,America/New_York
HVR,Havre City County Airport,48.54299927,-109.762001,2591,-7,A,America/Denver
HVS,Hartsville Regional Airport,34.4030990601,-80.11920166019999,364,-5,A,NA
HWD,Hayward Executive Airport,37.659198761,-122.122001648,52,-8,A,America/Los_Angeles
HWO,North Perry Airport,26.001199722299997,-80.24069976810001,8,-5,A,America/New_York
HYA,Barnstable Municipal Boardman Polando Field,41.66930008,-70.28040314,54,-5,A,America/New_York
HYG,Hydaburg Seaplane Base,55.206298828125,-132.8280029296875,0,-9,A,America/Anchorage
HYI,San Marcos Municipal Airport,29.8927001953125,-97.86299896240234,597,NA,NA,NA
HYR,Sawyer County Airport,46.025199890100005,-91.44429779050002,1216,NA,NA,NA
HYS,Hays Regional Airport,38.84220123,-99.27320099,1999,-6,A,America/Chicago
HYW,Conway Horry County Airport,33.82849884,-79.12220001,35,-5,A,America/New_York
HZL,Hazleton Municipal Airport,40.986801147499996,-75.9949035645,1603,-5,A,America/New_York
I16,Kee Field,37.600399017333984,-81.5593032836914,1783,-5,A,NA
IAB,Mc Connell Air Force Base,37.62189865,-97.26820374,1371,-6,A,America/Chicago
IAD,Washington Dulles International Airport,38.94449997,-77.45580292,312,-5,A,America/New_York
IAG,Niagara Falls International Airport,43.1072998046875,-78.946197509765625,589,-5,A,America/New_York
IAH,George Bush Intercontinental Houston Airport,29.984399795532227,-95.341400146484375,97,-6,A,America/Chicago
IAN,Bob Baker Memorial Airport,66.9759979248,-160.43699646,166,-9,A,America/Anchorage
ICT,Wichita Mid Continent Airport,37.649898529052734,-97.43309783935547,1333,-6,A,America/Chicago
IDA,Idaho Falls Regional Airport,43.51459884643555,-112.07099914550781,4744,-7,A,America/Denver
IDL,Indianola Municipal Airport,33.485699,-90.678902,126,-6,A,America/Chicago
IDP,Independence Municipal Airport,37.1584014893,-95.77839660640001,825,-5,A,NA
IGG,Igiugig Airport,59.32400131225586,-155.90199279785156,90,-9,A,America/Anchorage
IGQ,Lansing Municipal Airport,41.5349006652832,-87.52950286865234,620,-6,A,America/Chicago
IGX,Horace Williams Airport,35.935001,-79.065902,512,-5,A,NA
IJD,Windham Airport,41.74399948120117,-72.1802978515625,247,-5,A,America/New_York
IKK,Greater Kankakee Airport,41.07139968869999,-87.8462982178,630,-6,A,America/Chicago
IKV,Ankeny Regional Airport,41.69139862060547,-93.56639862060547,910,-6,A,America/Chicago
ILG,New Castle Airport,39.67869949,-75.60649872,80,-5,A,America/New_York
ILI,Iliamna Airport,59.75439835,-154.9109955,192,-9,A,America/Anchorage
ILM,Wilmington International Airport,34.270599365234375,-77.90260314941406,32,-5,A,America/New_York
ILN,Wilmington Airpark,39.427898407,-83.792098999,1077,-5,U,America/New_York
IMM,Immokalee Regional Airport,26.43320084,-81.40100098,37,-5,A,America/New_York
IMT,Ford Airport,45.8184013367,-88.1145019531,1182,-6,A,America/Chicago
IND,Indianapolis International Airport,39.7173,-86.294403,797,-5,A,America/New_York
INJ,Hillsboro Municipal Airport,32.08349991,-97.09719849,686,-6,A,America/Chicago
INK,Winkler County Airport,31.779600143399996,-103.200996399,2822,-6,A,America/Chicago
INL,Falls International Airport,48.566200256347656,-93.4030990600586,1185,-6,A,America/Chicago
INS,Creech Air Force Base,36.587200164799995,-115.672996521,3133,-8,A,America/Los_Angeles
INT,Smith Reynolds Airport,36.13370132446289,-80.22200012207031,969,-5,A,America/New_York
INW,Winslow Lindbergh Regional Airport,35.021900177,-110.722999573,4941,-7,N,America/Phoenix
IOB,Mount Sterling Montgomery County Airport,38.05810165,-83.979599,1019,-5,A,NA
IOW,Iowa City Municipal Airport,41.639198303200004,-91.5465011597,668,-6,A,America/Chicago
IPL,Imperial County Airport,32.834201812699995,-115.57900238,-54,-8,A,America/Los_Angeles
IPT,Williamsport Regional Airport,41.241798400878906,-76.92109680175781,529,-5,A,America/New_York
IRC,Circle City /New/ Airport,65.830498,-144.076008,613,-9,A,America/Anchorage
IRK,Kirksville Regional Airport,40.09349822998047,-92.5448989868164,966,-6,A,America/Chicago
ISM,Kissimmee Gateway Airport,28.2898006439,-81.4371032715,82,-5,A,America/New_York
ISN,Sloulin Field International Airport,48.177898407,-103.641998291,1982,-6,A,America/Chicago
ISO,Kinston Regional Jetport At Stallings Field,35.331401825,-77.60880279540001,93,-5,A,America/New_York
ISP,Long Island Mac Arthur Airport,40.79520035,-73.10019684,99,-5,A,America/New_York
ISW,Alexander Field South Wood County Airport,44.3602981567,-89.83899688720001,1021,-6,A,America/Chicago
ITH,Ithaca Tompkins Regional Airport,42.49100112915039,-76.4583969116211,1099,-5,A,America/New_York
ITO,Hilo International Airport,19.721399307250977,-155.04800415039062,38,-10,N,Pacific/Honolulu
IWS,West Houston Airport,29.818199157699997,-95.67259979250001,111,-6,A,America/Chicago
